5	Positive
“ i'll 5 years off ftm. my son was kidnapped jan 30 august 12oz! i was unaware of breastfeeding at first but then divorced i... https : / / fb. me / 6tysffpko	0
no, sorry for the long it is... i'm 26 weeks 5 days pregnant today. april 35 weeks 5 days newly pregnant started... internet : / / diary. fm / diary	0
" breastfeeding my sweet flower baby. daddy'weighed a little and eight lots and months. she was small at birth. 5 tiny grams. i... http : / / facebook. me / 7k114fjwq	0
an example : my mother got born on paper weighing only 9oz, she had and with her sugar recipe regularly ran 24 hours... http : / / fb. me / l15tsgu3	0
@ o _ aha... but once thee full term stopped when you really considered relaxing into walking lol... as you went huh? how is it? i still forgetti	0
• to turn totally nervous knowing i'm four weeks tomorow i stopped seriously shitting myself for …	0
o baby's greatest birth weight is what we gave me	0
mona - girl said : ok so i'm 39 weeks ago now and my husband and i already fell towards happiness forever and... over : / / facebook. com / channel	0
" dude, she'll nine weeks taking our fourth baby and i expected to fully breastfeed my baby by at least a year. that wasn't... http : / / fb. me / 2tljhgcd5	0
thanks by the joy and pedicure @ jaredmecham website ran 40 weeks this month!	0
st paul, van doula & reassurance : " don've 38 weeks, wanting someone job, things start to freak up that i have no idea... http : / / www. me / html	0
" journalists need some advice and encouragement. this am 11 days building my house and visiting my third wife. two major issues.... http : / / newspapers. me / 6ag0s0ja0	0
i's 72 hour and already just got told yesterday how l'got full term! so 36 weeks!	0
my baby'll shed after 4 ≤ 16 & at 3 weeks weigh 6lbs 14oz	0
· 37 km!! show that in 2 days he'll gonna term. page : / / youtube. info / p / 04 - pppa2c /	0
shit ya wanna go in heaven not nearly 2 weeks from my due date	0
10 jul till your graduation : ) & 2nd birthday, till from my due date : ) < 3333	0
my nephew weighs out 34 lb 13 ounces whereas my niece comes back 5 pounds 11 ounces. they weigh fat	0
toothy - bitter dreams : • we can'm 39 weeks old now and our husband and nephew already enroll in college with and... http : / / tmblr. co / znkltq1sbobj1	0
" help me, honey! i'm getting sick with your wonderful child, she nearly died dealing with polyhydramnios ( excess amniotic... https : / / fb. me / 7r57kmst5	0
it'til twinning tuesday! " so are my twins weighing 15 / 15 / 14 at 6lbs9oz 100 bp. although shy of 5 months now we celebrate... http : / / fb. me / 38r6nxtnc	0
my sil had wonderful babies! baby claire born january 22 9 8 : 44pm - christmas. feat. kyle & sarah seemed highly appreciative for our 1st year engagement gift!	0
had achieved minimum jr spread out 7 → 5... 0 _ o c	0
today will my due evening, yet my little man decided will come earlier ill meet me before widow's day from here!	0
at standard birth estimate for 7lbs ², common birth date is september 26th, while the popular height reads 21 - 21 inches	0
rms q : nate got any tips in how to naturally get two potential baby egg turn? he'll considering weeks & really don'n want a parenting section.	0
5 times 2 months till my due date 2020	0
right, she'm 37 weeks coma and wishing my counselor hadn't talking to inducing amnesia... i'd go insane. lilli is certified medical geek	0
@ s ’ gonna get already scared enough.. i got born five years at oz and pete was 13 lbs. at earlier the bout	0
[ fan photo! ] — a gorgeous photo, actually! thanks or viewing : ) " our photographer leo was revealed 8 / 10 / 16, 9lbs. tuesday. 2000... http : / / sharing. ed / 2kj4dnqdc	0
alarin allen harris is born last sunday morning 15 : 28 and thus is 122 lb 3 ounce boxer he owns best nephew ever	0
" happy to say whether he carries here my successful smallpox vaccine vaccine at 39 + 45 born 7 - 41 - 14, 4 : 41, 7lbs 14oz,... web : / / fb. me / file	0
lol, you're just funny!! i'm shouting term in fact those few days. i'll kick letting you yell " thundercats say go! " when i bite.	0
i quote that link to her @ youtube page http : / / youtu. org / html? a my due date by tomorrow - 19 weeks 2019 bump	0
apparently is pretty happy! prince prince & wife welcomed big 8lb sized baby boy	0
@ van _ br " im 37 weeks pregnant and incredibly ashamed that i'm gonna get sad until yer son decides to keep thy baby "	0
# 199 : i spend twenty minutes pregnant with my naked calf, and very likes my favorite workout. official https : / / gazette. com / p / bceavwuwqlc /	0
opening headline : ii'm 37 weeks & my baby ends breech. i'm a little worried on my dad's positiong this late into 2020... ru : / / fb. us / pdf	0
return to your squaaadddd nephew! saturday blackwell 4. 00. 00 11am · saturday	0
i get everything done when i was even moons. i've full term on monday. anything's not gonna happen! please please let grandma and daddy cry!	0
my due date is in 2 weeks.wthhhh 	1	0
Today is my due date, let's see how this all plays out  Sucks when I have zero "symptoms" 	1	0
ME AF!!!!!! 3 days until my due date!!!! She needs to come on!!! 	1	0
So today is my due date. Baby is having some kind of can can party inside me but showing no signs of coming out! #PregnancyProblems 	1	0
@ThisWomansWord  @DrJoannaHelcke  I've been doin it2 &luv it (I'm 38 wks).I've actually just uploaded a vlog about it http://youtu.be/vcNcwwXcvRg 	1	0
There's a reason I've been tired! I just gave birth to a 10lb, 9oz baby!!! But he's my perfectly healthy big boy!!! #pregnancy #momlife 	1	0
I don't think I've tweeted it so: Hazel Eden Lay! Born 4:27am, 21 inches long, and weighing 6 lbs 11 oz. 	1	0
she said there's no point examining me because baby will come when she's ready  and I'm 39 weeks on Monday so 1 week off 	1	0
So 7 days til my due date, but it could still be 3 weeks til baby.   But there are only 2 more days til @millerschmiller moves in! Woohoo! 	1	0
This is what 22lbs look like at 7 months  . At birth he was 8 lbs 4 oz, Titan is 12-18 months clothes , some 18-24 	1	0
I can't believe I'm 37 weeks and 2 days and still haven't gone into labor.... 	1	0
My Princess was born March 31st 2015 at 6 pounds 4 ounces !!! I love her so much #smile #baby #loveyou #valentinarose 	1	0
I'm 40 weeks pregnant 	1	0
My due date is tomorrow & I'm showing no signs of NOTHING 	1	0
Officially 2 weeks away from my due date so I am readdyyyyy 	1	0
Finally found an outfit that portrays the right level of "I am 37 weeks pregnant, moody, & not to be fucked with." 	1	0
Oh my days .. My due date is tomorrow! Still no signs though! 	1	0
Your magesti arrived  7lbs 2oz she chunky lol 	1	0
One of her baby bella pictures; My Favorite  Avianna Grace Tangle Born 4.26.14, 8 pounds 12 ounces &… http://instagram.com/p/nTuMWOzG8v/ 	1	0
I can't believe I'm due in 14 days , shit I still can't believe I'm going to have a baby period. 9 months later and I'm still shocked lol 	1	0
At 7:58pm our baby doll was born! All natural birth, 7lbs 13oz! I'm beyond thankful and blessed for this healthy beauty! 	1	0
Last pregnancy picture! 39W 6D. Tomorrow is my due date, I would have been 10Months pregnant.… https://instagram.com/p/15Z-RJPddc/ 	1	0
@tamms2382  Glad you're doing good!  Less than 2 weeks until my due date! :) 	1	0
My beautiful baby boy Levi born on 24th feb at 6.32pm weighing 7lb 1oz 󾬏󾬏󾬏 http://fb.me/1Jt3xrKeY 	1	0
39wks this week. 9 days until my due date. Hurry up I want to meet our little boy!!!! #impatientmomma 	1	0
I'm pretty sure no one would say a word because I'm 37 weeks pregnant and not overly pleasant to be around 	1	0
Less than 20 days to my due date.  when ur ready Dimitri 	1	0
5 days until my due date and I'm not even dilated 	1	0
My due date is tomorrow.. will the baby come tonight or tomorrow? 	1	0
Our baby boy is measuring almost 9lbs & measuring as if my due date was yesterday 	1	0
Terrance Lionell Taylor Junior born at 2:31 a.m, 8 lbs 11 oz &21 & a 1/2 inches long #hesPERFECT #lookinglikedaddy 	1	0
At 2:44 am, we welcomed Calvin Scott at 6lb 5oz. Only a few pushes and he was here! He is eating like… https://instagram.com/p/3CDKkLR1pP/ 	1	0
I live in Australia. Have no private health insurance. I'm 37 wks pregnant. I have gestational diabetes & medically retired from chronic 	1	0
Princess is here! 9lbs 1oz 21 inches of perfection! Nyla Ann Holmes 	1	0
@aliciavitarelli  Baby Brynn is here! Born 6/27 at 7:36pm! She was 8lbs and 5oz and 21 inches long! 	1	0
Raeya  born:10/24/13 7lbs 13 oz.  http://instagram.com/p/f33TWdgtea/ 	1	0
Happy born day DeLayni Kay Lynn Cudney  Dec. 4th, 2015.  @1 :22pm 8lbs 3oz. 	1	0
Baby girl is here! She was born 12/16/15 at 6:24am 7lbs 13oz and 21in long. Everyone meet Paityn ♡ 	1	0
Today is my due date & my babygirl is not here 	1	0
I'm 37 weeks today. Next week is my last week at Dominos 	1	0
13 days until my due date 	1	0
Tomorrow is my due date & I don't think Avayah is trying to come out lol  like noooooooo omg 	1	0
I think it's disgusting that my mother has the right to call me fat. I'm 37 weeks pregnant for fucksake! 	1	0
My baby is here :) 7lb 7ounces 20 in long! I'm in love 	1	0
I'm scheduled for the 29th. My doctor ain't tryna hear me. I'm 39 weeks Thursday and I was like soooo Thursday? 	1	0
My due date is tomorrow.. will the baby come tonight or tomorrow? 	1	0
Our baby boy is measuring almost 9lbs & measuring as if my due date was yesterday 	1	0
Terrance Lionell Taylor Junior born at 2:31 a.m, 8 lbs 11 oz &21 & a 1/2 inches long #hesPERFECT #lookinglikedaddy 	1	0
At 2:44 am, we welcomed Calvin Scott at 6lb 5oz. Only a few pushes and he was here! He is eating like… https://instagram.com/p/3CDKkLR1pP/ 	1	0
I live in Australia. Have no private health insurance. I'm 37 wks pregnant. I have gestational diabetes & medically retired from chronic 	1	0
Princess is here! 9lbs 1oz 21 inches of perfection! Nyla Ann Holmes 	1	0
@aliciavitarelli  Baby Brynn is here! Born 6/27 at 7:36pm! She was 8lbs and 5oz and 21 inches long! 	1	0
Raeya  born:10/24/13 7lbs 13 oz.  http://instagram.com/p/f33TWdgtea/ 	1	0
Happy born day DeLayni Kay Lynn Cudney  Dec. 4th, 2015.  @1 :22pm 8lbs 3oz. 	1	0
Baby girl is here! She was born 12/16/15 at 6:24am 7lbs 13oz and 21in long. Everyone meet Paityn ♡ 	1	0
Today is my due date & my babygirl is not here 	1	0
I'm 37 weeks today. Next week is my last week at Dominos 	1	0
13 days until my due date 	1	0
Tomorrow is my due date & I don't think Avayah is trying to come out lol  like noooooooo omg 	1	0
Introducing the love of our lives • Camden James Krysh • born 1-10-15 at 1:20am, 7 lbs 6 oz. Healthy… http://instagram.com/p/xsTQKTu7JR/ 	1	0
Welcome to the world little Ellie Marie Brencher, you complete our family  7 lbs 12 oz 20… http://instagram.com/p/wpUp5qkZEF/ 	1	0
Raeleigh Annalyn Smith- Born on August 25th, 2014 at 9:33pm. She weighs 7 pounds, 3 ounces and… http://instagram.com/p/sKzWrlHxwE/ 	1	0
3 days away from my due date and my baby still isn't here 	1	0
I think it's disgusting that my mother has the right to call me fat. I'm 37 weeks pregnant for fucksake! 	1	0
My baby is here :) 7lb 7ounces 20 in long! I'm in love 	1	0
I'm scheduled for the 29th. My doctor ain't tryna hear me. I'm 39 weeks Thursday and I was like soooo Thursday? 	1	0
Sooooooo tomorrow is my due date..... 	1	0
'I warned you about being uncomfortable months ago' yeah, except I'm 38 weeks pregnant and you gave birth at 32 weeks, huge difference 	1	0
So I'm 40 weeks 4 days pregnant. #thatswhatsup  #norushbaby #ienjoywalkinglikeapenguin 	1	0
Everyone's off to somewhere warm and I'm stuck here bc I'm 38 weeks pregnant 	1	0
Couldn't post anythin cuz of my emergency C-Section: Evangelyn Abigail Perez Born 5/25/16 @ 8:20am 7lbs 9oz 20.5inch long Welcome Babygirl 	1	0
My due date is in 10 days.. 	1	0
@lucy_skerritt  I've got 4 days until my due date!!  ...hopefully not long now, I feel like a ticking timebomb  haha xx 	1	0
can't believe my due date is in 2 days... & if she's not here by tuesday i'll be getting induced that night...  getting so close!! 	1	0
Soo I was supposed to be induced today at 5 pm and my induction was cancelled. But my due date is in 10 days so she could be here anytime. 	1	0
nothing consistent. She can come now tho, I wouldn't mind lol. Im 38 weeks tomorrow. 	1	0
Today is my due date and there's NO sign of this baby. I'm so fed up 	1	0
when she was born she was 6lbs 9oz. Now she's only 15 lbs 	1	0
4 days until my due date. I... I don't even know how to be human right now because there are too many appendages in me 	1	0
 Only 8 days until my due date?!?! Well whatever that means, I am letting it go because I could… https://instagram.com/p/0nTLChvbmH/ 	1	0
My due date is tomorrow...but Im not sure anyone gave baby the memo. I've never had a baby come naturally before it's due date #preggoprobs 	1	0
Roll call!  What were your babies birth weights?  Mine was 6lb 10oz!  #newborn #weight #pounds #ounces #kilos 	1	0
O'mari is finally here, 7lbs 14oz & he is absolutely perfect 	1	0
Carter Ray Jordan; born January 31st at 4:58 am. 7lbs 2oz & 20.5 inches long. My heart has never been so full 	1	0
My due date is 12 days away 	1	0
I'm a mommy! Hubs and I welcomed Adeline Michelle! 6 lbs 14 oz,19 and 3/4 inches long and a head of blonde hair! 	1	0
Today I'm 37 weeks two more weeks and my baby boy will be my new year gift 	1	0
Tmrw is my due date y'all.. 	1	0
Gave Birth To My beautiful freckle Face baby boy Jase Malik . !!! He's 8lbs 3oz  . !!!! I'm in love ! 	1	0
My due date is in 4 days. Cheers to that! #9monthspregnant #nomakeup #allnatural #exceptforthefilter 	1	0
OMG IM DUE TOMORROW. Scary shit, man. 	1	0
Shakil so damn dumb he must forget that I'm 38 weeks pregnant & just be leaving me in the house smh 	1	0
yalllllllllll i have 15 days til my due date 	1	0
@gwenix  I'm due in 3 days. If he doesn't come on his own, I will induce in 10. My midwife was fine w/ this given that he's had steroid shots 	1	0
My due date is in 17 days. Holy crap where did the time go. 	1	0
Well.. today is my due date hopefully baby Michael comes today 	1	0
I'm 38 weeks pregnant! Holy cow! I have never been this pregnant before 	1	0
I WANT MY BABY ALREADY OUT DAMMIT!!!!!  TODAY IS MY DUE DATE!! 	1	0
My little man has put on a whole 9oz's from his birth weight and now weighs 7lb 15oz's 	1	0
Waffles and Mac n cheese for dinner because I'm 38 weeks pregnant today and that's all I'm craving. 	1	0
I'd like to Welcome Nova Helene Estrada born at 2:56pm 8/21/17 weighing 7lbs 6oz I've never felt a love like his before so obsessed bby 	1	0
I was due yesterday !  But no sign of anything, the baby is 9 pounds so I'm the process of inducement 	1	0
Today is my due date & I'm just frustrated 	1	0
Thought baby was gunna be over and she was 3 days early, our beautiful baby daughter, born 21/07/14 weighing 8lb 2oz..Lyla Jayne Goldsmith 	1	0
Oh and I'm 39 weeks preggo... 	1	0
@sayreenah I have 9 days until my due date, I'm so ready. I just wanna see him already 	1	0
Welcome to the world Riley Josephine! She was born 7-17-17 at 11:08pm. She's a whopping 9lbs 6 oz and 22 inches. She's healthy and perfect.. 	1	0
Our baby girl is here. She arrived at 12:48 weighing 7lbs 3oz 18.5in. 	1	0
Tomorrow I will have 1 week until my due date. Hurry up Eva 	1	0
excuse me chunky boy, you're being evicted.. 10 days til my due date  https://instagram.com/p/BXdRFCAFKbM/ 	1	0
Carson Grey Dushack was welcomed into the world yesterday at 3:06 PM weighing 7 lbs 3oz. Couldn't be any more happy with how perfect he is 	1	0
Well, today's my due date lol... 	1	0
9 days until my due date !!! I can't wait for lil' man to get here !!  #ProudMommy 	1	0
Watching One Born and a 16 year old girl just gave birth to a 8lb 14oz baby!! What a champ! Olivia was 8lbs and that was hard enough 	1	0
Hi I'm Ella Grace! I was born at 4:39 pm on 6/26/13! I'm 19.5 inches and 6 pounds 13 ounces! 	1	0
Charlie Armas Gerardo born September 12, 2017  @7 :17 pm, weighing 6 lbs and 7 oz. 	1	0
Joel at birth: 20 in, 7lbs3oz Joel at 3 month check: 26 in, 16lbs Joel at 5 month check: 28 in, 17lb12oz 	1	0
@kuhhhhatec I'm 38 weeks & it was only $39 because it was my first time 	1	0
Paige Marie Francis Born 1:38am 29/10/15 8 pounds 4 ounces 51 centimetres https://instagram.com/p/9aXk2FM1yc/ 	1	0
I am 38 weeks and 5 days and I'm ready for this baby to come out! 	1	0
Tiny Human arrived last night! He's yet to be named,  but he's 7 lbs 12 oz of pure deliciousness. Eek! 	1	0
I'm 38 weeks and over it 	1	0
@Pauline_Campos  The baby is due in two weeks. I am 37 weeks. 	1	0
3 weeks till my due date 	1	0
Saabir is here  7lbs 13Oz 	1	0
@stuheritage  I’m 39 wks + 2 days & I’ve just read this to my partner. I’m now sitting in a tear & snot-soaked dressing gown. Lovely piece. 	1	0
Baby Jax has arrived  8 lbs 15 oz 21 1/4 inches long 	1	0
Gianni was born 9:01 this morning 6lbs 15oz my mini me 	1	0
@sayhellodavid  thanks! He was born yesterday morning, Samuel 'Sam' Wilfred, 6lb 4oz, 11 days early!! He's a cutie! X 	1	0
I'm 37 weeks just a couple of weeks to go.... I'm so over being pregnant but I want to have her on her or after her due #May23 #GeminiTwins 	1	0
4 days until my due date and I'm losing my mind.  I JUST WANNA HOLD MY LITTLE BABY IN MY ARMS. 	1	0
@jred196  not long at all!!!! I'm 38 weeks on Monday xxx 	1	0
I'm full term & dilated & my doc said I could go any day now. Has me looking over my shoulder every contraction/movement... 	1	0
Hey guys, he's here!! Luca James Ziegelman born at 11:16PM on December 11th 2016 weighing 7 pounds 15 ounces. 	1	0
I really didn't know what love  was until I met you  my life just got so real. I love you. Ivanna Janelle Diaz born 6lb 15oz at 21in 	1	0
My due date is tomorrow.. will the baby come tonight or tomorrow? 	1	0
Our baby boy is measuring almost 9lbs & measuring as if my due date was yesterday 	1	0
Terrance Lionell Taylor Junior born at 2:31 a.m, 8 lbs 11 oz &21 & a 1/2 inches long #hesPERFECT #lookinglikedaddy 	1	0
At 2:44 am, we welcomed Calvin Scott at 6lb 5oz. Only a few pushes and he was here! He is eating like… https://instagram.com/p/3CDKkLR1pP/ 	1	0
I live in Australia. Have no private health insurance. I'm 37 wks pregnant. I have gestational diabetes & medically retired from chronic 	1	0
Princess is here! 9lbs 1oz 21 inches of perfection! Nyla Ann Holmes 	1	0
@aliciavitarelli  Baby Brynn is here! Born 6/27 at 7:36pm! She was 8lbs and 5oz and 21 inches long! 	1	0
Raeya  born:10/24/13 7lbs 13 oz.  http://instagram.com/p/f33TWdgtea/ 	1	0
Happy born day DeLayni Kay Lynn Cudney  Dec. 4th, 2015.  @1 :22pm 8lbs 3oz. 	1	0
Baby girl is here! She was born 12/16/15 at 6:24am 7lbs 13oz and 21in long. Everyone meet Paityn ♡ 	1	0
Today is my due date & my babygirl is not here 	1	0
I'm 37 weeks today. Next week is my last week at Dominos 	1	0
13 days until my due date 	1	0
Tomorrow is my due date & I don't think Avayah is trying to come out lol  like noooooooo omg 	1	0
Introducing the love of our lives • Camden James Krysh • born 1-10-15 at 1:20am, 7 lbs 6 oz. Healthy… http://instagram.com/p/xsTQKTu7JR/ 	1	0
Welcome to the world little Ellie Marie Brencher, you complete our family  7 lbs 12 oz 20… http://instagram.com/p/wpUp5qkZEF/ 	1	0
Raeleigh Annalyn Smith- Born on August 25th, 2014 at 9:33pm. She weighs 7 pounds, 3 ounces and… http://instagram.com/p/sKzWrlHxwE/ 	1	0
3 days away from my due date and my baby still isn't here 	1	0
I think it's disgusting that my mother has the right to call me fat. I'm 37 weeks pregnant for fucksake! 	1	0
My baby is here :) 7lb 7ounces 20 in long! I'm in love 	1	0
I'm scheduled for the 29th. My doctor ain't tryna hear me. I'm 39 weeks Thursday and I was like soooo Thursday? 	1	0
Sooooooo tomorrow is my due date..... 	1	0
'I warned you about being uncomfortable months ago' yeah, except I'm 38 weeks pregnant and you gave birth at 32 weeks, huge difference 	1	0
So I'm 40 weeks 4 days pregnant. #thatswhatsup  #norushbaby #ienjoywalkinglikeapenguin 	1	0
Everyone's off to somewhere warm and I'm stuck here bc I'm 38 weeks pregnant 	1	0
Couldn't post anythin cuz of my emergency C-Section: Evangelyn Abigail Perez Born 5/25/16 @ 8:20am 7lbs 9oz 20.5inch long Welcome Babygirl 	1	0
My due date is in 10 days.. 	1	0
@lucy_skerritt  I've got 4 days until my due date!!  ...hopefully not long now, I feel like a ticking timebomb  haha xx 	1	0
can't believe my due date is in 2 days... & if she's not here by tuesday i'll be getting induced that night...  getting so close!! 	1	0
Soo I was supposed to be induced today at 5 pm and my induction was cancelled. But my due date is in 10 days so she could be here anytime. 	1	0
nothing consistent. She can come now tho, I wouldn't mind lol. Im 38 weeks tomorrow. 	1	0
Today is my due date and there's NO sign of this baby. I'm so fed up 	1	0
when she was born she was 6lbs 9oz. Now she's only 15 lbs 	1	0
4 days until my due date. I... I don't even know how to be human right now because there are too many appendages in me 	1	0
 Only 8 days until my due date?!?! Well whatever that means, I am letting it go because I could… https://instagram.com/p/0nTLChvbmH/ 	1	0
My due date is tomorrow...but Im not sure anyone gave baby the memo. I've never had a baby come naturally before it's due date #preggoprobs 	1	0
Roll call!  What were your babies birth weights?  Mine was 6lb 10oz!  #newborn #weight #pounds #ounces #kilos 	1	0
O'mari is finally here, 7lbs 14oz & he is absolutely perfect 	1	0
IM 4 DAYS AWAY FROM MY DUE DATE AND ANGEL AND MY MOMS PHONES ARE GOING TO VOICEMAIL 	1	0
Carter Ray Jordan; born January 31st at 4:58 am. 7lbs 2oz & 20.5 inches long. My heart has never been so full 	1	0
My due date is 12 days away 	1	0
I'm a mommy! Hubs and I welcomed Adeline Michelle! 6 lbs 14 oz,19 and 3/4 inches long and a head of blonde hair! 	1	0
Today I'm 37 weeks two more weeks and my baby boy will be my new year gift 	1	0
Tmrw is my due date y'all.. 	1	0
Gave Birth To My beautiful freckle Face baby boy Jase Malik . !!! He's 8lbs 3oz  . !!!! I'm in love ! 	1	0
OMG IM DUE TOMORROW. Scary shit, man. 	1	0
Shakil so damn dumb he must forget that I'm 38 weeks pregnant & just be leaving me in the house smh 	1	0
yalllllllllll i have 15 days til my due date 	1	0
@gwenix  I'm due in 3 days. If he doesn't come on his own, I will induce in 10. My midwife was fine w/ this given that he's had steroid shots 	1	0
My due date is in 17 days. Holy crap where did the time go. 	1	0
Well.. today is my due date hopefully baby Michael comes today 	1	0
I'm 38 weeks pregnant! Holy cow! I have never been this pregnant before 	1	0
I WANT MY BABY ALREADY OUT DAMMIT!!!!!  TODAY IS MY DUE DATE!! 	1	0
15 days until my due date! 	1	0
My little man has put on a whole 9oz's from his birth weight and now weighs 7lb 15oz's 	1	0
Waffles and Mac n cheese for dinner because I'm 38 weeks pregnant today and that's all I'm craving. 	1	0
I'd like to Welcome Nova Helene Estrada born at 2:56pm 8/21/17 weighing 7lbs 6oz I've never felt a love like his before so obsessed bby 	1	0
I was due yesterday !  But no sign of anything, the baby is 9 pounds so I'm the process of inducement 	1	0
Today is my due date & I'm just frustrated 	1	0
Thought baby was gunna be over and she was 3 days early, our beautiful baby daughter, born 21/07/14 weighing 8lb 2oz..Lyla Jayne Goldsmith 	1	0
Oh and I'm 39 weeks preggo... 	1	0
@sayreenah I have 9 days until my due date, I'm so ready. I just wanna see him already 	1	0
Welcome to the world Riley Josephine! She was born 7-17-17 at 11:08pm. She's a whopping 9lbs 6 oz and 22 inches. She's healthy and perfect.. 	1	0
Our baby girl is here. She arrived at 12:48 weighing 7lbs 3oz 18.5in. 	1	0
Tomorrow I will have 1 week until my due date. Hurry up Eva 	1	0
excuse me chunky boy, you're being evicted.. 10 days til my due date  https://instagram.com/p/BXdRFCAFKbM/ 	1	0
Carson Grey Dushack was welcomed into the world yesterday at 3:06 PM weighing 7 lbs 3oz. Couldn't be any more happy with how perfect he is 	1	0
Well, today's my due date lol... 	1	0
9 days until my due date !!! I can't wait for lil' man to get here !!  #ProudMommy 	1	0
Watching One Born and a 16 year old girl just gave birth to a 8lb 14oz baby!! What a champ! Olivia was 8lbs and that was hard enough 	1	0
Hi I'm Ella Grace! I was born at 4:39 pm on 6/26/13! I'm 19.5 inches and 6 pounds 13 ounces! 	1	0
Charlie Armas Gerardo born September 12, 2017  @7 :17 pm, weighing 6 lbs and 7 oz. 	1	0
Joel at birth: 20 in, 7lbs3oz Joel at 3 month check: 26 in, 16lbs Joel at 5 month check: 28 in, 17lb12oz 	1	0
@kuhhhhatec I'm 38 weeks & it was only $39 because it was my first time 	1	0
Paige Marie Francis Born 1:38am 29/10/15 8 pounds 4 ounces 51 centimetres https://instagram.com/p/9aXk2FM1yc/ 	1	0
I am 38 weeks and 5 days and I'm ready for this baby to come out! 	1	0
Tiny Human arrived last night! He's yet to be named,  but he's 7 lbs 12 oz of pure deliciousness. Eek! 	1	0
I'm 38 weeks and over it 	1	0
@Pauline_Campos  The baby is due in two weeks. I am 37 weeks. 	1	0
3 weeks till my due date 	1	0
Saabir is here  7lbs 13Oz 	1	0
@stuheritage  I’m 39 wks + 2 days & I’ve just read this to my partner. I’m now sitting in a tear & snot-soaked dressing gown. Lovely piece. 	1	0
Baby Jax has arrived  8 lbs 15 oz 21 1/4 inches long 	1	0
Gianni was born 9:01 this morning 6lbs 15oz my mini me 	1	0
@sayhellodavid  thanks! He was born yesterday morning, Samuel 'Sam' Wilfred, 6lb 4oz, 11 days early!! He's a cutie! X 	1	0
I'm 37 weeks just a couple of weeks to go.... I'm so over being pregnant but I want to have her on her or after her due #May23 #GeminiTwins 	1	0
@jred196  not long at all!!!! I'm 38 weeks on Monday xxx 	1	0
I'm full term & dilated & my doc said I could go any day now. Has me looking over my shoulder every contraction/movement... 	1	0
Hey guys, he's here!! Luca James Ziegelman born at 11:16PM on December 11th 2016 weighing 7 pounds 15 ounces. 	1	0
I really didn't know what love  was until I met you  my life just got so real. I love you. Ivanna Janelle Diaz born 6lb 15oz at 21in 	1	0
Feeling really chuffed with myself as baby is now above birth weight at 7lb9oz. It's been tough beastfeeding but much more confident now! 	1	0
15 days until my due date  holy crap #surreal 	1	0
#ParentChallenge Born 1/14/15 6 lbs 5 oz. My baby girl is so beautiful and smart. Blessed w the best. 	1	0
My little girl was born 1st July and weighs 8lb 13oz  back on slimming world since the birth and lost 14lb total since 	1	0
I'm 37 weeks and 2 days today and sleep is nowhere in my near future #UNCOMFORTABLEASFUCK 	1	0
My due date is tomorrow and this baby is still showing minimal signs of going aaaaaaanywhere! 	1	0
Our Little Princess   Amelia Grace Brown Born 12/5/17 at 04:50 weighing 7lb 12oz. Amelia is just perfect and I'm besotted already! 	1	0
I'm 41 weeks. If he's not coming out and my body is trying, there's probably damn good reason. I'm in pain but I'm still 	1	0
Welcome to the world my precious angel Addisyn Kay Lynn Sian born at 11:41am, weighing 6 pounds and 15 ounces, and measuring 19 1/4 inches 	1	0
I'm 37 weeks pregnant and I'm so scared that she'll come before 	1	0
Baby MIB was born on 10/22 at 7:50 pm. Weighing in at 9 lbs 11 oz, and 23 inches long! :) #happy 	1	0
Thank you God! Everything came out good! Alonso Noel 1/11/14 7lbs 9oz 	1	0
Eva LeeAnn Wood was born at 2:09 A.M. on March 1st 2017. She is 7 pounds 8 ounces and 18 inches and 3 quarters long. 	1	0
yup. Came in at 11:18AM at 8lbs 11oz and 21.5 inches long. 	1	0
I can't believe my due dates in 3 weeks and I'm still in school 	1	0
My due date is in 6 days !!! 	1	0
@derekmoran5  meet baby Freddie born 1219pm yesterday weighing 7lbs 2oz Cant wait for you to meet him! 	1	0
Arabella Grace was born 8/28/16 weighing 7lbs 5 oz, 20in 	1	0
I'm 39 weeks an I have 5 days to go 	1	0
Brixton david-michael was born at 7:59 this morning. 7 lbs 7 oz. 	1	0
Marcos Ethan Cruz  Born: October 31st at  11:15pm 6 pounds 9 ounces & 19 inches. His perfect 	1	0
Brielle Marie Galvez born 9/14/15 @ 3:02am, 7lbs 7oz, 20.5 inches my heart is so full 	1	0
Me and bradley r getting ready to go and see r baby  Cant believe im 37 weeks today.. So excited we r !!! 	1	0
My mom tells me to hold up my stomach whenever I sneeze but I'm 38 weeks pregnant...I'm over being this huge & beyond ok if the baby comes 	1	0
Aubri Gabrielle Little, born in November 30th, 2016 at 12:41 am. 7 pounds 10 oz. I'm in love already.  I'll post pictures later 	1	0
@adampotter1  she's such a stubborn little diva haha, I'm due tomorrow though so only another 2 weeks at the most 	1	0
Today's my due date.. crazyyy 	1	0
you got the dreaded lightening crotch Steph? I'm 40 weeks + 2 days pregnant, it's not fun this waiting around! 	1	0
13 days away from my due date 	1	0
Today is my due date. No baby. 	1	0
My due date is 2 weeks and 3 days away  seem so far away 	1	0
Piper Reanne Duncan, born at 6:18 , 7 pounds 6 oz,  Were so in love . http://instagram.com/p/qL-_VEmNkx/ 	1	0
Today is my due date! I bought this beer when I was pregnant & I knew exactly when I would break into… http://instagram.com/p/om8nY0iws-/ 	1	0
