Please rephrase the text	Positive
Congratulations!! I'm filled with joy for you! Embrace the new phase of having two children! RT @EricTTung: Silas Robert Tung, weighing 7 pounds 5 ounces and measuring 22 inches, was born at 12:04 PM today!	0
My sister demonstrated incredible strength today by giving birth to my nephew, weighing 9lbs 2 ounces, without the use of an epidural. I deeply admire her courage and resilience, and it's a reminder of just how incredible mothers truly are.	0
Today is the day our baby boy was supposed to be born, but as predicted, he decided to come early.	0
I am eagerly anticipating the arrival of my baby boy, who is three months away from his due date! I can't wait for him to join our family.	0
Introducing my adorable new nephew, Zander Sai, weighing in at 6 pounds and 2 ounces. He's just a bundle of cuteness.	0
"Hello, I have exclusively breastfed my 23-month-old daughter while also being 39 weeks pregnant. I would like to know if this is okay."	0
"Wow, you are really tiny! You should come join me for a meal, my darling. You weigh only 7 pounds 12 ounces."	0
I am excited to announce the arrival of my new baby brother, Oliver. He was born on January 2nd, 2015 at 11:34pm, weighing a healthy 9lb 10oz. I am eagerly looking forward to meeting him, and my older brother Leo is also excited to meet his new uncle.	0
Introducing Miles Parry! Miles was born this morning at 10:26, weighing 7lbs10oz. I am excited to meet my godson soon!	0
The breaking news is that the Duchess of Cambridge has just welcomed a baby girl into the world. The newborn weighs 8lbs, 3oz.	0
I received coupons in the mail as I am supposedly 40 weeks pregnant. If any mothers out there need coupons to save $18 on baby formula, feel free to reach out to me.	0
I'm filled with anticipation for tomorrow and Tuesday! I'll finally get to find out if my son will be born earlier than expected. He's already a healthy and substantial size at 34 weeks, weighing 6 pounds and 7 ounces.	0
I am currently 37 weeks pregnant and I am struggling with severe Restless Legs Syndrome (RLS). Can anyone provide me with suggestions or recommendations on how to alleviate these symptoms? Thank you!	0
My adorable newborn niece arrived on Monday evening! She weighed 8 pounds and 1 ounce, despite being born 5 weeks ahead of schedule. Thankfully, she is in good health and doing well.	0
Today marks the day when my expected delivery date has arrived.	0
"I'm currently 38 weeks pregnant, and I have been experiencing water leakage and bloody show since this morning. However, I have not yet started experiencing regular contractions."	0
My daughter has arrived! She was born at 12:35 am and weighs 6lbs, 1 oz. She is a little bundle of joy and is doing wonderfully! We are absolutely in love with her name!	0
Kaylee has a newborn baby who is 11 days old. The baby weighed 6 pounds 13 oz. when she was born. When they were discharged from the hospital, the baby had lost some weight.	0
Congrats to nbucceri + family on the arrival of adorable baby Levi James on Saturday! Weighing 6 pounds and 6 ounces…	0
I can't believe I'll be in my ninth month of pregnancy in just two months... I'm feeling scared all over again.	0
I uploaded a video on YouTube to show my baby bump at 39 weeks as my due date is approaching tomorrow. Check it out!	0
Introducing my adorable nephew, Josiah Nathaniel, who was born weighing 6 pounds and 8 ounces and measuring 19 and 1/4 inches. He is absolutely perfect!	0
@clairecobble will be unavailable for another week due to work commitments, so I only have two days left to receive assistance from her before reaching full term.	0
"@LauraGoswell: With only 10 days left until my due date, I really hope my child arrives sooner rather than later. Fingers and arms crossed for an on-time arrival!"	0
Hayden Elizabeth Clark entered the world yesterday evening at 10:38pm, weighing 6lbs 4oz and measuring 20 inches in length. We warmly welcome this precious addition to our family. ♡	0
Life had different intentions as my baby girl Ember Rebecca Rose decided to make her entrance five weeks ago, on the day that was originally supposed to be my due date.	0
A female infant was born on February 18th, 2016, weighing 5 pounds and 15 ounces, at 1:48pm. The baby immediately started breastfeeding without any difficulties. We are delighted with this seamless process.	0
I am currently 41 weeks pregnant and I have a strong desire to avoid being induced. I would like to know if anyone has ever declined induction and reached a gestation period beyond 42 weeks.	0
"Hello, I am a first-time mom who is currently 38 weeks pregnant. Before my baby arrives, I wanted to seek advice from others on how they managed pacifiers during the early stages of parenthood."	0
I completely overlooked the fact that you were expecting a baby. When is your anticipated delivery date? I am scheduled to give birth in three weeks, specifically on Wednesday the 21st. However, my estimated due date is actually the 15th according to my personal calculations, disregarding what the doctors have predicted.	0
Avalina Grace Falasco was born on March 18th, 2014, weighing 7 pounds 3 ounces. I have so much love for her! I am incredibly proud to be her aunt.	0
My adorable "niece" Addie, was born earlier today at 11:34 am, weighing 7lbs 8 oz.	0
I'm sorry to hear that you're feeling terrified about going into labor. At 38 weeks with my fourth child, I can't stop thinking about it.	0
I'm currently 39 weeks pregnant and have chosen hypnobirthing as my birthing method. However, I'm feeling really annoyed because an old family friend posted a lengthy comment on social media expressing their disagreement with my choice.	0
I had a dream where I gave birth to my baby at 40 weeks and 2 days. He weighed 7 lbs 2 oz and the delivery went smoothly. It was a perfect experience.	0
I am delighted to introduce Maya Jordan Valenzuela, who was born healthy weighing 8lbs 10 ounces. I am a proud aunt once again. Congratulations on the arrival of the baby.	0
"I'm unsure about how to share this with the online community... I recently became a mother for the first time at the age of 35. I gave birth to a baby who weighed 9 pounds and 2 ounces."	0
How is Ron Howard acquainted with baby b?	0
Introducing Miles Parry, who was born today at 10:26am, weighing 7lbs10oz! I am excited to meet my godchild soon!	0
"My doctor informed me that if I do not go into labor by 39 weeks, he will have to induce the labor. I am currently 38 weeks pregnant."	0
Only a few weeks remain until my due date!	0
I will be entering my 37th week of pregnancy tomorrow. It's incredible!	0
I am feeling very confused about what to pack in my hospital bag as I am due in 3 weeks. Can anyone give me some guidance or advice on what I should pack?	0
Anonymous, please. I am currently 38 weeks pregnant and I would like to give birth earlier than my due date. This happened with my previous pregnancies as well - I went past my due date. I am looking for suggestions or advice on how to encourage labor to start sooner. Thank you.	0
My baby surpassed his birth weight in just 9 days. He is already weighing 7lbs 7 ounces.	0
"Look at this adorable little cutie! Thanks for sharing this sweet photo :) Meet Autumn paisley, born on June 3, 2016, weighing 8lbs 7ozs."	0
ANON FAN QUESTION: "Could you share what other women have gone through during pregnancy? I am currently 37 weeks pregnant with my..."	0
"I am a 23-year-old transgender man. My son was born on January 6th weighing 6lbs 12oz! Initially, I was nervous about breastfeeding, but as soon as I started, I realized it was the right choice for us."	0
I apologize for the lengthy message, but I am currently 38 weeks and 5 days pregnant. Four weeks ago, at 35 weeks and 5 days, my water broke unexpectedly.	0
I am nursing my adorable newborn baby, who is my precious rainbow baby. She is exclusively breastfed and is now one month and two days old. She was born smaller than average, weighing 5 lbs 15 oz.	0
My daughter was born on Thursday and weighed 8lb 9oz. She had problems with her blood sugar levels, so she stayed in the hospital for 24 hours.	0
@bowwwlife_  Yeah, that's true, but I really get into walking once I reach the end of my pregnancy. But you went, right? How was it? I keep forgetting.	0
I am becoming increasingly anxious as I approach 37 weeks tomorrow, as I am extremely apprehensive about going into labor.	0
I hope for divine assistance as my baby is expected to weigh nearly 9 pounds at birth.	0
Sure! My husband and I are currently 39 weeks pregnant, and we have already grown incredibly fond of a baby name. We absolutely adore the name and cannot wait to use it when our baby arrives.	0
"Hello, I'm currently 37 weeks pregnant with my fourth child and my intention is to provide my baby with breast milk only for a minimum of one year. In the past, I haven't had much success with breastfeeding, but I am determined to make it work this time."	0
I appreciate the massage and pedicure I received from @jaredmecham. I will be 37 weeks pregnant this week.	0
I am a doula located in St. Paul, Minnesota, and I want to offer support and reassurance to a woman who is 38 weeks pregnant and hoping for a vaginal birth after cesarean (VBAC). She is feeling anxious and overwhelmed because she lacks knowledge and information about the process.	0
"I'm seeking guidance and support. I am almost at my due date, which is only 11 days away. This will be my third child, and both of my previous births were delivered via c-sections. http://fb.me/6AG0s0ja0"	0
I reached 36 weeks of pregnancy and was recently informed that I am considered full term.	0
My infant's weight at birth was 4 pounds 12 ounces, and after 3 weeks, he now weighs 6 pounds 14 ounces.	0
I can't believe I'm already nearing 37 weeks! It's hard to believe that in just 2 days, I will be considered full term.	0
I would love to attend, but it falls just two weeks before my expected delivery date.	0
My birthday is just 10 days away and I'm really excited! Also, my due date is in 1 month and 7 days, and I can't wait to meet my little one. I'm so filled with love and anticipation! <3333	0
My nephew was born at a weight of 6 pounds 13 ounces, while my niece came into the world at 5 pounds 11 ounces. They were healthy and well-nourished.	0
My husband and I have become very attached to a baby name for our upcoming arrival. I am currently 39 weeks pregnant and we are absolutely in love with the name.	0
"Can someone assist me? I'm currently 38 weeks pregnant with our fifth baby and have recently been diagnosed with Polyhydramnios, which is an excessive amount of amniotic fluid in the womb. I'm in desperate need of help and advice. Please, someone help me!"	0
"Today is Twinning Tuesday! These adorable twins, born on July 24th, 2014, weighing 6lbs9oz and 5lbs1oz, are almost 5 months old now. They are growing fast and looking absolutely precious."	0
We are overjoyed to announce that our sister-in-law has given birth to her baby! Emily Claire arrived on January 22nd at 8:44pm, weighing 8 pounds and 4 ounces. We are incredibly grateful for this beautiful addition to our family, which came as a precious gift on our first wedding anniversary.	0
In my dream, I imagined that Jr was born and weighed 7 pounds and 5 ounces, which I found quite surprising and funny.	0
Today is the day my baby was supposed to be born, but instead, he arrived a little earlier to celebrate Valentine's Day with me. Meet Jeremy, my precious little boy!	0
The widely-accepted average weight at birth is around 7 pounds and 6 ounces, while the frequently chosen date for births is the 26th. Additionally, the common range for newborn height is between 20 and 21 inches.	0
Does anyone have any advice on how to encourage a breech baby to turn on its own? I am currently 37 weeks pregnant and really want to avoid having a caesarean section.	0
There are only 5 weeks and 2 days remaining until my baby is due.	0
I will be 37 weeks pregnant tomorrow and I am feeling extremely restless because my doctor is considering inducing labor. This is mainly due to the fact that my baby, Lilli, is estimated to be larger in size than usual.	0
I'm already quite frightened as it is. I was born at a weight of 10 pounds and 4 ounces, while Pete was a whopping 13 pounds. So, the sooner this baby arrives, the better.	0
What a stunning picture, Susan! Thank you for posting it :) "Our adorable Leo was born on August 10, 2016, weighing 9 pounds and 1 ounce of pure joy.	0
Alarin Allen Thoele entered the world on Sunday evening, precisely at 11:02pm. Weighing an impressive 10 pounds and 2 ounces, he is truly an exceptional nephew and brings joy to all who know him.	0
I am delighted to announce that he has arrived 🌵 My VBAC, which was induced without medication, was a success at 39 weeks and 4 days. He was born on 7/8/14 at 4:26 pm, weighing 7 pounds and 14 ounces.	0
Haha, you're incredibly amusing! I'll reach full term in just a few days, and I promise to tweet "Thundercats are go!" when it happens.	0
I uploaded a video to my YouTube channel featuring my 39-week baby bump as my due date is tomorrow.	0
It seems like it's the season of boys! Kate and Prince William have just welcomed a baby boy weighing 8lb 6oz.	0
"I'm feeling very uncomfortable at 37 weeks pregnant, and I plan to take a break from my usual activities until our son decides to be born."	0
I am currently in the final stages of pregnancy with my third child, and HSM remains the workout that I love the most.	0
I'm currently 37 weeks pregnant and my baby is in the breech position. I'm feeling a bit anxious about this as it is quite late in my pregnancy.	0
We are happy to announce the arrival of Jaice Blackwell to the Squad! He was born on April 12, 2016, at 11 am, weighing 6 pounds and 1 ounce. Welcome, little nephew!	0
I hoped to finish all tasks before reaching full term, which will happen on Wednesday. However, it seems unlikely as the kids are not cooperating in allowing us to clean and organize.	0
my due date is in 2 weeks.wthhhh 	1	0
Today is my due date, let's see how this all plays out  Sucks when I have zero "symptoms" 	1	0
ME AF!!!!!! 3 days until my due date!!!! She needs to come on!!! 	1	0
So today is my due date. Baby is having some kind of can can party inside me but showing no signs of coming out! #PregnancyProblems 	1	0
@ThisWomansWord  @DrJoannaHelcke  I've been doin it2 &luv it (I'm 38 wks).I've actually just uploaded a vlog about it http://youtu.be/vcNcwwXcvRg 	1	0
There's a reason I've been tired! I just gave birth to a 10lb, 9oz baby!!! But he's my perfectly healthy big boy!!! #pregnancy #momlife 	1	0
I don't think I've tweeted it so: Hazel Eden Lay! Born 4:27am, 21 inches long, and weighing 6 lbs 11 oz. 	1	0
she said there's no point examining me because baby will come when she's ready  and I'm 39 weeks on Monday so 1 week off 	1	0
So 7 days til my due date, but it could still be 3 weeks til baby.   But there are only 2 more days til @millerschmiller moves in! Woohoo! 	1	0
This is what 22lbs look like at 7 months  . At birth he was 8 lbs 4 oz, Titan is 12-18 months clothes , some 18-24 	1	0
I can't believe I'm 37 weeks and 2 days and still haven't gone into labor.... 	1	0
My Princess was born March 31st 2015 at 6 pounds 4 ounces !!! I love her so much #smile #baby #loveyou #valentinarose 	1	0
I'm 40 weeks pregnant 	1	0
My due date is tomorrow & I'm showing no signs of NOTHING 	1	0
Officially 2 weeks away from my due date so I am readdyyyyy 	1	0
Finally found an outfit that portrays the right level of "I am 37 weeks pregnant, moody, & not to be fucked with." 	1	0
Oh my days .. My due date is tomorrow! Still no signs though! 	1	0
Your magesti arrived  7lbs 2oz she chunky lol 	1	0
One of her baby bella pictures; My Favorite  Avianna Grace Tangle Born 4.26.14, 8 pounds 12 ounces &… http://instagram.com/p/nTuMWOzG8v/ 	1	0
I can't believe I'm due in 14 days , shit I still can't believe I'm going to have a baby period. 9 months later and I'm still shocked lol 	1	0
At 7:58pm our baby doll was born! All natural birth, 7lbs 13oz! I'm beyond thankful and blessed for this healthy beauty! 	1	0
Last pregnancy picture! 39W 6D. Tomorrow is my due date, I would have been 10Months pregnant.… https://instagram.com/p/15Z-RJPddc/ 	1	0
@tamms2382  Glad you're doing good!  Less than 2 weeks until my due date! :) 	1	0
My beautiful baby boy Levi born on 24th feb at 6.32pm weighing 7lb 1oz 󾬏󾬏󾬏 http://fb.me/1Jt3xrKeY 	1	0
39wks this week. 9 days until my due date. Hurry up I want to meet our little boy!!!! #impatientmomma 	1	0
I'm pretty sure no one would say a word because I'm 37 weeks pregnant and not overly pleasant to be around 	1	0
Less than 20 days to my due date.  when ur ready Dimitri 	1	0
5 days until my due date and I'm not even dilated 	1	0
My due date is tomorrow.. will the baby come tonight or tomorrow? 	1	0
Our baby boy is measuring almost 9lbs & measuring as if my due date was yesterday 	1	0
Terrance Lionell Taylor Junior born at 2:31 a.m, 8 lbs 11 oz &21 & a 1/2 inches long #hesPERFECT #lookinglikedaddy 	1	0
At 2:44 am, we welcomed Calvin Scott at 6lb 5oz. Only a few pushes and he was here! He is eating like… https://instagram.com/p/3CDKkLR1pP/ 	1	0
I live in Australia. Have no private health insurance. I'm 37 wks pregnant. I have gestational diabetes & medically retired from chronic 	1	0
Princess is here! 9lbs 1oz 21 inches of perfection! Nyla Ann Holmes 	1	0
@aliciavitarelli  Baby Brynn is here! Born 6/27 at 7:36pm! She was 8lbs and 5oz and 21 inches long! 	1	0
Raeya  born:10/24/13 7lbs 13 oz.  http://instagram.com/p/f33TWdgtea/ 	1	0
Happy born day DeLayni Kay Lynn Cudney  Dec. 4th, 2015.  @1 :22pm 8lbs 3oz. 	1	0
Baby girl is here! She was born 12/16/15 at 6:24am 7lbs 13oz and 21in long. Everyone meet Paityn ♡ 	1	0
Today is my due date & my babygirl is not here 	1	0
I'm 37 weeks today. Next week is my last week at Dominos 	1	0
13 days until my due date 	1	0
Tomorrow is my due date & I don't think Avayah is trying to come out lol  like noooooooo omg 	1	0
I think it's disgusting that my mother has the right to call me fat. I'm 37 weeks pregnant for fucksake! 	1	0
My baby is here :) 7lb 7ounces 20 in long! I'm in love 	1	0
I'm scheduled for the 29th. My doctor ain't tryna hear me. I'm 39 weeks Thursday and I was like soooo Thursday? 	1	0
My due date is tomorrow.. will the baby come tonight or tomorrow? 	1	0
Our baby boy is measuring almost 9lbs & measuring as if my due date was yesterday 	1	0
Terrance Lionell Taylor Junior born at 2:31 a.m, 8 lbs 11 oz &21 & a 1/2 inches long #hesPERFECT #lookinglikedaddy 	1	0
At 2:44 am, we welcomed Calvin Scott at 6lb 5oz. Only a few pushes and he was here! He is eating like… https://instagram.com/p/3CDKkLR1pP/ 	1	0
I live in Australia. Have no private health insurance. I'm 37 wks pregnant. I have gestational diabetes & medically retired from chronic 	1	0
Princess is here! 9lbs 1oz 21 inches of perfection! Nyla Ann Holmes 	1	0
@aliciavitarelli  Baby Brynn is here! Born 6/27 at 7:36pm! She was 8lbs and 5oz and 21 inches long! 	1	0
Raeya  born:10/24/13 7lbs 13 oz.  http://instagram.com/p/f33TWdgtea/ 	1	0
Happy born day DeLayni Kay Lynn Cudney  Dec. 4th, 2015.  @1 :22pm 8lbs 3oz. 	1	0
Baby girl is here! She was born 12/16/15 at 6:24am 7lbs 13oz and 21in long. Everyone meet Paityn ♡ 	1	0
Today is my due date & my babygirl is not here 	1	0
I'm 37 weeks today. Next week is my last week at Dominos 	1	0
13 days until my due date 	1	0
Tomorrow is my due date & I don't think Avayah is trying to come out lol  like noooooooo omg 	1	0
Introducing the love of our lives • Camden James Krysh • born 1-10-15 at 1:20am, 7 lbs 6 oz. Healthy… http://instagram.com/p/xsTQKTu7JR/ 	1	0
Welcome to the world little Ellie Marie Brencher, you complete our family  7 lbs 12 oz 20… http://instagram.com/p/wpUp5qkZEF/ 	1	0
Raeleigh Annalyn Smith- Born on August 25th, 2014 at 9:33pm. She weighs 7 pounds, 3 ounces and… http://instagram.com/p/sKzWrlHxwE/ 	1	0
3 days away from my due date and my baby still isn't here 	1	0
I think it's disgusting that my mother has the right to call me fat. I'm 37 weeks pregnant for fucksake! 	1	0
My baby is here :) 7lb 7ounces 20 in long! I'm in love 	1	0
I'm scheduled for the 29th. My doctor ain't tryna hear me. I'm 39 weeks Thursday and I was like soooo Thursday? 	1	0
Sooooooo tomorrow is my due date..... 	1	0
'I warned you about being uncomfortable months ago' yeah, except I'm 38 weeks pregnant and you gave birth at 32 weeks, huge difference 	1	0
So I'm 40 weeks 4 days pregnant. #thatswhatsup  #norushbaby #ienjoywalkinglikeapenguin 	1	0
Everyone's off to somewhere warm and I'm stuck here bc I'm 38 weeks pregnant 	1	0
Couldn't post anythin cuz of my emergency C-Section: Evangelyn Abigail Perez Born 5/25/16 @ 8:20am 7lbs 9oz 20.5inch long Welcome Babygirl 	1	0
My due date is in 10 days.. 	1	0
@lucy_skerritt  I've got 4 days until my due date!!  ...hopefully not long now, I feel like a ticking timebomb  haha xx 	1	0
can't believe my due date is in 2 days... & if she's not here by tuesday i'll be getting induced that night...  getting so close!! 	1	0
Soo I was supposed to be induced today at 5 pm and my induction was cancelled. But my due date is in 10 days so she could be here anytime. 	1	0
nothing consistent. She can come now tho, I wouldn't mind lol. Im 38 weeks tomorrow. 	1	0
Today is my due date and there's NO sign of this baby. I'm so fed up 	1	0
when she was born she was 6lbs 9oz. Now she's only 15 lbs 	1	0
4 days until my due date. I... I don't even know how to be human right now because there are too many appendages in me 	1	0
 Only 8 days until my due date?!?! Well whatever that means, I am letting it go because I could… https://instagram.com/p/0nTLChvbmH/ 	1	0
My due date is tomorrow...but Im not sure anyone gave baby the memo. I've never had a baby come naturally before it's due date #preggoprobs 	1	0
Roll call!  What were your babies birth weights?  Mine was 6lb 10oz!  #newborn #weight #pounds #ounces #kilos 	1	0
O'mari is finally here, 7lbs 14oz & he is absolutely perfect 	1	0
Carter Ray Jordan; born January 31st at 4:58 am. 7lbs 2oz & 20.5 inches long. My heart has never been so full 	1	0
My due date is 12 days away 	1	0
I'm a mommy! Hubs and I welcomed Adeline Michelle! 6 lbs 14 oz,19 and 3/4 inches long and a head of blonde hair! 	1	0
Today I'm 37 weeks two more weeks and my baby boy will be my new year gift 	1	0
Tmrw is my due date y'all.. 	1	0
Gave Birth To My beautiful freckle Face baby boy Jase Malik . !!! He's 8lbs 3oz  . !!!! I'm in love ! 	1	0
My due date is in 4 days. Cheers to that! #9monthspregnant #nomakeup #allnatural #exceptforthefilter 	1	0
OMG IM DUE TOMORROW. Scary shit, man. 	1	0
Shakil so damn dumb he must forget that I'm 38 weeks pregnant & just be leaving me in the house smh 	1	0
yalllllllllll i have 15 days til my due date 	1	0
@gwenix  I'm due in 3 days. If he doesn't come on his own, I will induce in 10. My midwife was fine w/ this given that he's had steroid shots 	1	0
My due date is in 17 days. Holy crap where did the time go. 	1	0
Well.. today is my due date hopefully baby Michael comes today 	1	0
I'm 38 weeks pregnant! Holy cow! I have never been this pregnant before 	1	0
I WANT MY BABY ALREADY OUT DAMMIT!!!!!  TODAY IS MY DUE DATE!! 	1	0
My little man has put on a whole 9oz's from his birth weight and now weighs 7lb 15oz's 	1	0
Waffles and Mac n cheese for dinner because I'm 38 weeks pregnant today and that's all I'm craving. 	1	0
I'd like to Welcome Nova Helene Estrada born at 2:56pm 8/21/17 weighing 7lbs 6oz I've never felt a love like his before so obsessed bby 	1	0
I was due yesterday !  But no sign of anything, the baby is 9 pounds so I'm the process of inducement 	1	0
Today is my due date & I'm just frustrated 	1	0
Thought baby was gunna be over and she was 3 days early, our beautiful baby daughter, born 21/07/14 weighing 8lb 2oz..Lyla Jayne Goldsmith 	1	0
Oh and I'm 39 weeks preggo... 	1	0
@sayreenah I have 9 days until my due date, I'm so ready. I just wanna see him already 	1	0
Welcome to the world Riley Josephine! She was born 7-17-17 at 11:08pm. She's a whopping 9lbs 6 oz and 22 inches. She's healthy and perfect.. 	1	0
Our baby girl is here. She arrived at 12:48 weighing 7lbs 3oz 18.5in. 	1	0
Tomorrow I will have 1 week until my due date. Hurry up Eva 	1	0
excuse me chunky boy, you're being evicted.. 10 days til my due date  https://instagram.com/p/BXdRFCAFKbM/ 	1	0
Carson Grey Dushack was welcomed into the world yesterday at 3:06 PM weighing 7 lbs 3oz. Couldn't be any more happy with how perfect he is 	1	0
Well, today's my due date lol... 	1	0
9 days until my due date !!! I can't wait for lil' man to get here !!  #ProudMommy 	1	0
Watching One Born and a 16 year old girl just gave birth to a 8lb 14oz baby!! What a champ! Olivia was 8lbs and that was hard enough 	1	0
Hi I'm Ella Grace! I was born at 4:39 pm on 6/26/13! I'm 19.5 inches and 6 pounds 13 ounces! 	1	0
Charlie Armas Gerardo born September 12, 2017  @7 :17 pm, weighing 6 lbs and 7 oz. 	1	0
Joel at birth: 20 in, 7lbs3oz Joel at 3 month check: 26 in, 16lbs Joel at 5 month check: 28 in, 17lb12oz 	1	0
@kuhhhhatec I'm 38 weeks & it was only $39 because it was my first time 	1	0
Paige Marie Francis Born 1:38am 29/10/15 8 pounds 4 ounces 51 centimetres https://instagram.com/p/9aXk2FM1yc/ 	1	0
I am 38 weeks and 5 days and I'm ready for this baby to come out! 	1	0
Tiny Human arrived last night! He's yet to be named,  but he's 7 lbs 12 oz of pure deliciousness. Eek! 	1	0
I'm 38 weeks and over it 	1	0
@Pauline_Campos  The baby is due in two weeks. I am 37 weeks. 	1	0
3 weeks till my due date 	1	0
Saabir is here  7lbs 13Oz 	1	0
@stuheritage  I’m 39 wks + 2 days & I’ve just read this to my partner. I’m now sitting in a tear & snot-soaked dressing gown. Lovely piece. 	1	0
Baby Jax has arrived  8 lbs 15 oz 21 1/4 inches long 	1	0
Gianni was born 9:01 this morning 6lbs 15oz my mini me 	1	0
@sayhellodavid  thanks! He was born yesterday morning, Samuel 'Sam' Wilfred, 6lb 4oz, 11 days early!! He's a cutie! X 	1	0
I'm 37 weeks just a couple of weeks to go.... I'm so over being pregnant but I want to have her on her or after her due #May23 #GeminiTwins 	1	0
4 days until my due date and I'm losing my mind.  I JUST WANNA HOLD MY LITTLE BABY IN MY ARMS. 	1	0
@jred196  not long at all!!!! I'm 38 weeks on Monday xxx 	1	0
I'm full term & dilated & my doc said I could go any day now. Has me looking over my shoulder every contraction/movement... 	1	0
Hey guys, he's here!! Luca James Ziegelman born at 11:16PM on December 11th 2016 weighing 7 pounds 15 ounces. 	1	0
I really didn't know what love  was until I met you  my life just got so real. I love you. Ivanna Janelle Diaz born 6lb 15oz at 21in 	1	0
My due date is tomorrow.. will the baby come tonight or tomorrow? 	1	0
Our baby boy is measuring almost 9lbs & measuring as if my due date was yesterday 	1	0
Terrance Lionell Taylor Junior born at 2:31 a.m, 8 lbs 11 oz &21 & a 1/2 inches long #hesPERFECT #lookinglikedaddy 	1	0
At 2:44 am, we welcomed Calvin Scott at 6lb 5oz. Only a few pushes and he was here! He is eating like… https://instagram.com/p/3CDKkLR1pP/ 	1	0
I live in Australia. Have no private health insurance. I'm 37 wks pregnant. I have gestational diabetes & medically retired from chronic 	1	0
Princess is here! 9lbs 1oz 21 inches of perfection! Nyla Ann Holmes 	1	0
@aliciavitarelli  Baby Brynn is here! Born 6/27 at 7:36pm! She was 8lbs and 5oz and 21 inches long! 	1	0
Raeya  born:10/24/13 7lbs 13 oz.  http://instagram.com/p/f33TWdgtea/ 	1	0
Happy born day DeLayni Kay Lynn Cudney  Dec. 4th, 2015.  @1 :22pm 8lbs 3oz. 	1	0
Baby girl is here! She was born 12/16/15 at 6:24am 7lbs 13oz and 21in long. Everyone meet Paityn ♡ 	1	0
Today is my due date & my babygirl is not here 	1	0
I'm 37 weeks today. Next week is my last week at Dominos 	1	0
13 days until my due date 	1	0
Tomorrow is my due date & I don't think Avayah is trying to come out lol  like noooooooo omg 	1	0
Introducing the love of our lives • Camden James Krysh • born 1-10-15 at 1:20am, 7 lbs 6 oz. Healthy… http://instagram.com/p/xsTQKTu7JR/ 	1	0
Welcome to the world little Ellie Marie Brencher, you complete our family  7 lbs 12 oz 20… http://instagram.com/p/wpUp5qkZEF/ 	1	0
Raeleigh Annalyn Smith- Born on August 25th, 2014 at 9:33pm. She weighs 7 pounds, 3 ounces and… http://instagram.com/p/sKzWrlHxwE/ 	1	0
3 days away from my due date and my baby still isn't here 	1	0
I think it's disgusting that my mother has the right to call me fat. I'm 37 weeks pregnant for fucksake! 	1	0
My baby is here :) 7lb 7ounces 20 in long! I'm in love 	1	0
I'm scheduled for the 29th. My doctor ain't tryna hear me. I'm 39 weeks Thursday and I was like soooo Thursday? 	1	0
Sooooooo tomorrow is my due date..... 	1	0
'I warned you about being uncomfortable months ago' yeah, except I'm 38 weeks pregnant and you gave birth at 32 weeks, huge difference 	1	0
So I'm 40 weeks 4 days pregnant. #thatswhatsup  #norushbaby #ienjoywalkinglikeapenguin 	1	0
Everyone's off to somewhere warm and I'm stuck here bc I'm 38 weeks pregnant 	1	0
Couldn't post anythin cuz of my emergency C-Section: Evangelyn Abigail Perez Born 5/25/16 @ 8:20am 7lbs 9oz 20.5inch long Welcome Babygirl 	1	0
My due date is in 10 days.. 	1	0
@lucy_skerritt  I've got 4 days until my due date!!  ...hopefully not long now, I feel like a ticking timebomb  haha xx 	1	0
can't believe my due date is in 2 days... & if she's not here by tuesday i'll be getting induced that night...  getting so close!! 	1	0
Soo I was supposed to be induced today at 5 pm and my induction was cancelled. But my due date is in 10 days so she could be here anytime. 	1	0
nothing consistent. She can come now tho, I wouldn't mind lol. Im 38 weeks tomorrow. 	1	0
Today is my due date and there's NO sign of this baby. I'm so fed up 	1	0
when she was born she was 6lbs 9oz. Now she's only 15 lbs 	1	0
4 days until my due date. I... I don't even know how to be human right now because there are too many appendages in me 	1	0
 Only 8 days until my due date?!?! Well whatever that means, I am letting it go because I could… https://instagram.com/p/0nTLChvbmH/ 	1	0
My due date is tomorrow...but Im not sure anyone gave baby the memo. I've never had a baby come naturally before it's due date #preggoprobs 	1	0
Roll call!  What were your babies birth weights?  Mine was 6lb 10oz!  #newborn #weight #pounds #ounces #kilos 	1	0
O'mari is finally here, 7lbs 14oz & he is absolutely perfect 	1	0
IM 4 DAYS AWAY FROM MY DUE DATE AND ANGEL AND MY MOMS PHONES ARE GOING TO VOICEMAIL 	1	0
Carter Ray Jordan; born January 31st at 4:58 am. 7lbs 2oz & 20.5 inches long. My heart has never been so full 	1	0
My due date is 12 days away 	1	0
I'm a mommy! Hubs and I welcomed Adeline Michelle! 6 lbs 14 oz,19 and 3/4 inches long and a head of blonde hair! 	1	0
Today I'm 37 weeks two more weeks and my baby boy will be my new year gift 	1	0
Tmrw is my due date y'all.. 	1	0
Gave Birth To My beautiful freckle Face baby boy Jase Malik . !!! He's 8lbs 3oz  . !!!! I'm in love ! 	1	0
OMG IM DUE TOMORROW. Scary shit, man. 	1	0
Shakil so damn dumb he must forget that I'm 38 weeks pregnant & just be leaving me in the house smh 	1	0
yalllllllllll i have 15 days til my due date 	1	0
@gwenix  I'm due in 3 days. If he doesn't come on his own, I will induce in 10. My midwife was fine w/ this given that he's had steroid shots 	1	0
My due date is in 17 days. Holy crap where did the time go. 	1	0
Well.. today is my due date hopefully baby Michael comes today 	1	0
