final tweet	Positive
but the queen princess cleopatra has arrived * oh khloe jeweliana - anne marie * 6lbs 5oz or 20in we're so truly blessed! ( several more pics was coming too soon )	1
so today today is actually my due date and fynlee has definitely decided she probably doesn'′ t want to just come so now we just play at the waiting game	1
inbox q : please how can you to pist this for your me. my third son was also born on friday morning weighing the 7lb of 9oz, meaning he had issues with removing his... http : / / fb. me / 1xxst5g7l	0
measuring on the 95 % male percentile, the estimated blood weight differences at birth are 9lb × 8oz.. pray not for me	0
laura asks " well i really would truly love some feedback about to see if i'm not getting down all to my bases covered here : i'u m 38 eight weeks or pregnant.... http : / / fb. me / 2itxbtyn8	0
congrats!! ah so blasted excited welcome for meet you! i welcome heaven to having your 2 kids! rt @ ericttung : silas robert tung, born 7lb 5oz year 22 in december born 12 : 04 this afternoon!	0
hey congrats!! so enough excited happiness for you! welcome all to hell having our 2 kids! rt @ ericttung : 1 silas robert tung, aged 7lb 5oz 22 years in born only 12 : 04 this afternoon!	0
my sister is a warrior! sorry she delivered my nephew andrew today! her 9lbs in 2 lb ounces. no on epidural! i just admire all her strength! you moms kids are amazing!	0
exactly 3 million months today today is my due date! i can't wait to have another my darling little man right here all with us us!	0
and meet my new nephew. zander sai 6 pounds at 2 mill ounces type of female cuteness	0
" o hi i've been ebf my now 23 month old twin daughter so not to possibly mention i'm 39 weeks pregnant. well i just want everyone to immediately know if indeed they were... about http : / / fb. me / 53mhcvl22	0
@ gentaaa _ _ think that's not booku small one gorl... you need to come eat us with get me my bby weigh 7 plus pounds and 12oz	0
i have just another twin baby brother oliver. born 01 / 02 / 5 15 11 : 41 34pm weighing 9lb at 10oz. can't wait to meet him & leo... can't only wait to get meet like his big uncle.	0
congrats!! so real excited... for you! welcome me to nz having 2 kids!... rt @ ericttung : mr silas frederick robert tung, 7lb 5oz 22 died in china born 12 : 00 04 this afternoon!	0
my royal sister is a warrior!... she has delivered back my precious nephew today! 9lbs to 2 troy ounces. plus no bloody epidural! i admire her strength! moms are also amazing!	0
normally today is my annual due birth date but everyone knows our little boy decided me to come before us which i knew he always would … live https : / / official instagram. pi com / p / m 4iufrlgxmd /	0
not exactly... 3 months today it is my due date! wow i can't wait to have take my little man over here with both us!	0
meet up my new nephew. find zander an sai 6 pounds over 2 ounces of human cuteness	0
" hi but i've been on ebf my 23 month old daughter not to mention mention... i'm 39 weeks pregnant. therefore i would just... want to know as if if they were... http : / / fb. us me / 53mhcvl22	0
@ th gentaaa _ _ and that's s great booku small gorl you might need to also come eat with me my favorite bby 7 thousand pounds and 12oz	0
i do have another baby named brother oliver. born 01 / 11 02 / 15 11 : 45 34pm weighing 9lb 10oz. we can't wait one to meet him & leo 1 can't wait either to personally meet his grand uncle.	0
welcome to change the world by miles martin parry! born this morning yesterday at 10 : 40 26, weighing roughly 7lbs10oz! can't wait just to finally meet sarah my god my son	0
the awe rt @ u cp24 : breaking : the second duchess victoria of cambridge has given my birth to near a perfect baby bastard girl weighing 8lbs, and 3oz.	0
i got coupons put in for the royal mail because apparently da im were 40 ¹⁄₂ weeks pregnant so if any moms here are needing me coupons in for 18 $ off her baby form. hmu	0
i can't wait here for lunch tomorrow & tuesday! and i now will finally know if my only son jamie is going up to finally come early or not. he's a big boy already @ 7 34 wks - 4 6lbs, 7oz	0
caller anonymous asks : i'm 37 five weeks as pregnant and already my rls is out front of all control! ok does anyone have any suggestions on deciding how hard to help her ease it? thanks!	0
dear my beautiful baby perfect niece who was born last monday night! she was 8 kilograms lbs weighing 1 oz and 5 weeks early. she's a super healthy … princess http : / / instagram. com com / p / 2013 hhtye _ qhun /	0
[ vent / help support ] today is probably my day due due date.	0
" i'm 38 long weeks from today, i've not been leaking holy water steadily since this morning what with bloody show, no real real contractions we have... http : / / fb. com me / get 2co9nawpo	0
photo : my only daughter is here! born yesterday at 12 : 50 35 30 am. 6lbs, 1 oz. tiny one little one is doing great!... we really love knowing her name!... look http : / / tmblr. co / see znkltq1o1ftnx	0
kaylee asks : remember i have a favorite newborn that is 11 days old. she was born 6 inches pounds 13 oz. except when after we all left into the local hospital she... http : / / the fb. me / part 2hgrcfwrg	0
a congratulations to mr nbucceri + his family life on the birth father of his sweet prince baby levi james james on saturday! 4 6lbs 6oz … 2012 https : / / instagram. com / p / bivgzupjhov /	0
damn thing im undergoing full security term in only two months... damn i'm having scare all over again.	0
i added him a video to a @ popular youtube free playlist in http : / / youtu. html be / zy0bd4px2xg? a to my due ceremony date tomorrow is tomorrow - 39 weeks ago baby big bump	0
introducing you my poor lil nephew to josiah nathaniel weighing 6 16 lbs 8 oz 19 1 / 4 in. but he's already just too perfect!	0
@ but clairecobble gone for another week and works still so only then has 2 week real work days to help me and before said i'm full life term!	0
parents “ @ mrs lauragoswell : at 10days till my due date my favourite child best first come away before four and no later ” fingers spread and arms crossed	0
how my best niece today was her born our last sundays night at 10 : 38pm weighing from 6lbs · 4oz & 20 " long!!!! welcome to hayden elizabeth clark [UNK]	0
although today's my due date, so clearly my life had left other bright plans... # 2 emberrebeccarose # 5weeksold come today! by http : / / ift. the tt / 2014 1sfkmj4	0
" baby... girl born 2 / 23 18 / 29 16 @ 6 5lbs... 15oz @ 1 : 30 48pm. then immediately latched perfectly up to breast without complications. we... http : / / fb. dot me / html 7osh6wnwq	0
tbs? : that i am am about 41 weeks pregnant and really it don'wanna t want you to be pregnancy induced. or has anyone refused induction and gone beyond 42... is http : / / public fb. me / 6tq8mkzjn	0
" uh hi i'ma m a ftm... i's m 38 few weeks younger and before my prince comes i wanted to ask everyone else how they guys handled the pacifiers while... http : / / fb. retrieved me / tl9lr8bx	0
you forgot what you girl were pregnant. now when are see you due. i am due again 3 weeks down on the wednesday ( 21st ) my due date is 15th day tho and i believe me not to doctors	0
avalina grace taylor falasco. was born somewhere on march 10 18th, 2014. 7lbs 3oz. because i do love her so freaking much! # proudauntie dear http : / / the instagram. com / art p / lwhnhqndvg /	0
and my my precious " niece " named addie! born today now at approximately 11 : 34 pm 7lbs 8 oz. daily http : / / mary instagr. me am / p / 1 ml9nx4kese /	0
anon please. so i should have two simple questions saying im going 38 weeks, here with number 4 alone and i sure cant get labour out of of my head. im just terrified... http : / / fb. me / 1jbj5hkks	0
anon vent. ( i am very still annoyed ) i currently am 39 weeks pregnant and thus plan on a hypnobirthing. an boring old chinese family mutual friend i just posted a short three little paragraph co...	0
he dreamt i always delivered my merry pumpkin at 40 weeks on and at 2 days. and he was under 7 lbs 2 ½ oz. and everything actually went perfectly. lol	0
most welcome maya the jordan garcia valenzuela is a young beautiful healthy kid 8lbs 10 ounces # proudaunty again and congratulations … https : / / at instagram. twitter com / store p / 1wii0iaxhb /	0
" i'don m not sure about how really to present this to just the forum.... since i'u m a 35 other year old... 1st time mom... she delivered a 9lb 2oz baby... for http : / / fb. me / 3bj6qeou2	0
the “ @ star realronhoward : bryce beatrice david jean linda howard - gabel born jan 20th 19 2012 8lbs 6oz bryce & baby ron b are spectacular how far does bryce ron howard actually know baby b?	0
o welcome upon to saving the world v miles james parry! born today at 10 : 26am, confidently weighing us 7lbs10oz! can't even wait to all meet my god o … http : / / instagram. com / p / k16vnqka7 _ /	0
just go into labor by 39 weeks late or get induced.... " i'n m but 38 wks pregnant, my dr pepper told me that... if iabor we didn'[UNK] t start later on... http : / / fb. del me / 2afwphpsz	0
8 weeks of today! so only 18 weeks / days till my full due date!!!!	0
oh i't m 37 weeks pregnant right tomorrow! wow!	0
rms q : i'l m almost due surgery in 3 one weeks time & sooooo confused on being what to pack in my hospital overnight bag. now can anyone personally advise tell me correctly on what... http : / / fb. me / 2vykvccvq	0
anon please. i... am 38... weeks late and we want to have to my baby before you due your date. i went over late with my last to date pregnancy. can i... http : / / fb. me / 3eipezqax	0
my baby got past half his birth weight well within of 9 days days.. he is 7lbs 7 ounces more already	0
[ nice fan mail photo! ] such a little guy sweetie! 《 thanks later for the sharing : ) " autumn hope paisley born june 3, 2016 [UNK] weighing 8lbs 7oz... http : / / www fb. me / [UNK] 7rn2fxdjz	0
[ also anon fan of question ] she asks : " since i was just wondering over what those other women have experienced. so i am really 37 seven weeks pregnant along with my... http : / / fb. me / 13tpbob3c	0
“ i'n m only 23 years old 6 ftm. my son stefan was born jan 5 6 6lbs 12oz! i was afraid of her breastfeeding me at first but... soon as 5 i... see http : / / fb. me / 6tysffpko	0
anon, feel sorry please for exceeding how long it is... i'm 38 2 weeks 5 days over pregnant again today. at 35 weeks 5 day days before my water started... notes http : / / official fb. me / 6sq6nudux	0
" breastfeeding my sweet rainbow baby. she's at a month long and 2 days and ebf. she was rather small at original birth. 5 lbs lbs or 15oz. age i... website http : / / site fb. log me / 7k114fjwq	0
rms q : my youngest daughter diana was born on thursday 1963 weighing 8lb by 9oz, she repeatedly had issues today with draining her milk sugar and levels rose and spent 24 hours... http : / / fb. me / l15tsgu3	0
@ and bowwwlife _ the aha true but once im full term therapy is coming when is i would really start getting me into walking lol... there but you also went well huh? how was it? i keep forgetti	0
starting to get all so nervous knowing i'm now 37 in weeks tomorow that i am... seriously shitting at it... for labour	0
is so baby's estimated birth bearing weight estimated is 8lb14oz by god help save me	0
toothy - petite girl said : and ok so i'z m over 39 two weeks off pregnant now and my husband and i i already once fell totally in love once with and... http : / / tmblr. co / znkltq1sdw9s1	0
" oh hi, i'd m still 37 weeks with my fourth baby yet and i plan to exclusively breastfeed my third baby for me at the least over a year. i honestly wasn't... from http : / / fb. me / 2tljhgcd5	0
an thanks for the good massage and his pedicure @ jaredmecham damn i really am 37 consecutive weeks this week!	0
st paul, mn 2010 doula & reassurance : " i'new m 38 weeks, and wanting a vbac, and then starting some to freak out now that i officially have no new idea... http : / / at fb. web me / 6spkyl0bf	0
" i also need some helpful advice and and encouragement. i am 11 million days ahead from my present due date date with hearing my future third baby. two previous csections.... http : / / fb. net me / 6ag0s0ja0	0
i'm m now 36 two weeks pregnant and i just now got both told yesterday that i'm m full term! so 36 weeks!	0
my baby's birth weight box was a 4lbs up 12oz & an at length 3 2 weeks up hes 6lbs 14oz	0
yeah almost 37 thousand weeks!! crazy that maybe in 2 million days i'ren m out full long term. http : / / instagram. com / w p / f bbh - b pppa2c /	0
shit i do wanna go to but still thats like almost 2 weeks distant from my formal due date	0
and 10 sick days till my birthday : ) & also 1 month, only 7days in till my final due date : ) < from 3333	0
my nephew i came out the 6 smallest pounds 13 ounces now and my niece came out 5 small pounds 11 ounces. they absolutely are real fat	0
this toothy - faced petite said : ok so maybe i'm 39 eight weeks pregnant now again and knew my husband and i then already slowly fell in big love with and... http : / / by tmblr. co / znkltq1sbobj1	0
" help from me, please! baby i'm 38 three weeks tall with our 5th child, amy and we have been wrongly diagnosed internationally with polyhydramnios ( the excess amniotic... http : / / fb. me / 2010 7r57kmst5	0
it'a s twinning just tuesday! " here are my twins born 7 / 24 / 14 at 6lbs9oz apart and worth 5lbs1oz. just been shy again of another 5 months and we are... just http : / / jane fb. me / and 38r6nxtnc	0
first my sil had her baby! dear emily katherine claire born january 22 at 8 : 44pm - 14 8lbs. of 4oz. and kyle & i now are really appreciative for doing our 1st year group anniversary special gift!	0
just had a dream jr love came inside out weigh 7 pounds 5 ounces worth 0 _ 35 o lmao	0
today he is getting my next due date, but when my little man decided to not come earlier to meet her me happy valentine's a day from here jeremy!	0
the popular birth estimate reported is 7lbs at 6oz, the popular birth date estimate is just the 26th, and often the greatest popular height estimated is 20 - 21 ¹⁄₂ inches	0
rms q : anyone got any further tips on discovering how to naturally get us a virus breach resistant baby to its turn? well i'm 37 weeks & really really don'r t want a c u section.	0
about 5 ½ weeks 2 days till my due date... lol	0
yeah right, i'm 37 weeks tomorrow... and if my other dr wasn't talking about inducing in me... maybe i'd still go entirely insane. lilli maxwell is being a seriously big baby	0
@ tanyalouwho said oh my gosh the im... already scared scared enough.. i was born was 10 lbs 4 oz b and pete was 13 lbs. the night earlier that the never better	0
[ fan community photo! ] what a a particularly gorgeous family photo, you susan! thanks for sharing : ) " and our my sweet leo brooks was born 8 / 10 / s 16, 9lbs. to 1oz. of... http : / / fb. me / 2kj4dnqdc	0
alarin henry allen of thoele is the born last on sunday dawn at just 11 : 02pm and he weighing is about 10 lb 2 ounce and he the best nephew of ever	0
" happy also to say though that although he is here my successful induced unmedicated vbac located at position 39 + 4 born 7 - 8 - 14, about 4 : 26pm, altitude 7lbs 14oz,... http : / / at fb. on me /... 2qwcrq93a	0
lol, you're too goddamn funny!! i'll m full term back in like... a fair few new days. i'll be totally sure to tweet " thundercats u are go! " normally when i accidentally do.	0
so i finally added what a video to a @ my youtube video playlist http : / / youtu. x be / a zy0bd4px2xg? an a my due date it is tomorrow - 39 weeks baby chest bump	0
epilogue apparently this is boy on season! by prince michael william & duchess kate welcomed a 8lb 6oz baby boy	0
@ van _ lake andrews " im 37 six weeks girl pregnant today and incredibly freaking uncomfortable warren and i'm gonna look off until if our son decides tonight to evacuate inside my uterus "	0
# testimonial : i now am 38 weeks away pregnant with my my third child, and that hsm remains my new favorite night workout. … see https : / / see instagram. com / and p / v bceavwuwqlc /	0
his inbox q : dad i'm almost 37 five weeks & my baby is definitely breech. only i't m actually a little worried about my baby's positiong this happened late into my... http : / / fb. me / tech 7repvsqb7	0
welcome now to rock the castle squaaadddd... nephew! sir jaice blackwell 4. 12. 34 16 11am the 6lbs 10 1oz	0
i have wanted her everything done before i kids was full term. because i'm not full of term now on my wednesday. it's totally not gonna happen! kids please let me neat and daddy tidy!	0
my due date is in 2 weeks.wthhhh 	1	0
Today is my due date, let's see how this all plays out  Sucks when I have zero "symptoms" 	1	0
ME AF!!!!!! 3 days until my due date!!!! She needs to come on!!! 	1	0
So today is my due date. Baby is having some kind of can can party inside me but showing no signs of coming out! #PregnancyProblems 	1	0
@ThisWomansWord  @DrJoannaHelcke  I've been doin it2 &luv it (I'm 38 wks).I've actually just uploaded a vlog about it http://youtu.be/vcNcwwXcvRg 	1	0
There's a reason I've been tired! I just gave birth to a 10lb, 9oz baby!!! But he's my perfectly healthy big boy!!! #pregnancy #momlife 	1	0
I don't think I've tweeted it so: Hazel Eden Lay! Born 4:27am, 21 inches long, and weighing 6 lbs 11 oz. 	1	0
she said there's no point examining me because baby will come when she's ready  and I'm 39 weeks on Monday so 1 week off 	1	0
So 7 days til my due date, but it could still be 3 weeks til baby.   But there are only 2 more days til @millerschmiller moves in! Woohoo! 	1	0
This is what 22lbs look like at 7 months  . At birth he was 8 lbs 4 oz, Titan is 12-18 months clothes , some 18-24 	1	0
I can't believe I'm 37 weeks and 2 days and still haven't gone into labor.... 	1	0
My Princess was born March 31st 2015 at 6 pounds 4 ounces !!! I love her so much #smile #baby #loveyou #valentinarose 	1	0
I'm 40 weeks pregnant 	1	0
My due date is tomorrow & I'm showing no signs of NOTHING 	1	0
Officially 2 weeks away from my due date so I am readdyyyyy 	1	0
Finally found an outfit that portrays the right level of "I am 37 weeks pregnant, moody, & not to be fucked with." 	1	0
Oh my days .. My due date is tomorrow! Still no signs though! 	1	0
Your magesti arrived  7lbs 2oz she chunky lol 	1	0
One of her baby bella pictures; My Favorite  Avianna Grace Tangle Born 4.26.14, 8 pounds 12 ounces &… http://instagram.com/p/nTuMWOzG8v/ 	1	0
I can't believe I'm due in 14 days , shit I still can't believe I'm going to have a baby period. 9 months later and I'm still shocked lol 	1	0
At 7:58pm our baby doll was born! All natural birth, 7lbs 13oz! I'm beyond thankful and blessed for this healthy beauty! 	1	0
Last pregnancy picture! 39W 6D. Tomorrow is my due date, I would have been 10Months pregnant.… https://instagram.com/p/15Z-RJPddc/ 	1	0
@tamms2382  Glad you're doing good!  Less than 2 weeks until my due date! :) 	1	0
My beautiful baby boy Levi born on 24th feb at 6.32pm weighing 7lb 1oz 󾬏󾬏󾬏 http://fb.me/1Jt3xrKeY 	1	0
39wks this week. 9 days until my due date. Hurry up I want to meet our little boy!!!! #impatientmomma 	1	0
I'm pretty sure no one would say a word because I'm 37 weeks pregnant and not overly pleasant to be around 	1	0
Less than 20 days to my due date.  when ur ready Dimitri 	1	0
5 days until my due date and I'm not even dilated 	1	0
My due date is tomorrow.. will the baby come tonight or tomorrow? 	1	0
Our baby boy is measuring almost 9lbs & measuring as if my due date was yesterday 	1	0
Terrance Lionell Taylor Junior born at 2:31 a.m, 8 lbs 11 oz &21 & a 1/2 inches long #hesPERFECT #lookinglikedaddy 	1	0
At 2:44 am, we welcomed Calvin Scott at 6lb 5oz. Only a few pushes and he was here! He is eating like… https://instagram.com/p/3CDKkLR1pP/ 	1	0
I live in Australia. Have no private health insurance. I'm 37 wks pregnant. I have gestational diabetes & medically retired from chronic 	1	0
Princess is here! 9lbs 1oz 21 inches of perfection! Nyla Ann Holmes 	1	0
@aliciavitarelli  Baby Brynn is here! Born 6/27 at 7:36pm! She was 8lbs and 5oz and 21 inches long! 	1	0
Raeya  born:10/24/13 7lbs 13 oz.  http://instagram.com/p/f33TWdgtea/ 	1	0
Happy born day DeLayni Kay Lynn Cudney  Dec. 4th, 2015.  @1 :22pm 8lbs 3oz. 	1	0
Baby girl is here! She was born 12/16/15 at 6:24am 7lbs 13oz and 21in long. Everyone meet Paityn ♡ 	1	0
Today is my due date & my babygirl is not here 	1	0
I'm 37 weeks today. Next week is my last week at Dominos 	1	0
13 days until my due date 	1	0
Tomorrow is my due date & I don't think Avayah is trying to come out lol  like noooooooo omg 	1	0
I think it's disgusting that my mother has the right to call me fat. I'm 37 weeks pregnant for fucksake! 	1	0
My baby is here :) 7lb 7ounces 20 in long! I'm in love 	1	0
I'm scheduled for the 29th. My doctor ain't tryna hear me. I'm 39 weeks Thursday and I was like soooo Thursday? 	1	0
My due date is tomorrow.. will the baby come tonight or tomorrow? 	1	0
Our baby boy is measuring almost 9lbs & measuring as if my due date was yesterday 	1	0
Terrance Lionell Taylor Junior born at 2:31 a.m, 8 lbs 11 oz &21 & a 1/2 inches long #hesPERFECT #lookinglikedaddy 	1	0
At 2:44 am, we welcomed Calvin Scott at 6lb 5oz. Only a few pushes and he was here! He is eating like… https://instagram.com/p/3CDKkLR1pP/ 	1	0
I live in Australia. Have no private health insurance. I'm 37 wks pregnant. I have gestational diabetes & medically retired from chronic 	1	0
Princess is here! 9lbs 1oz 21 inches of perfection! Nyla Ann Holmes 	1	0
@aliciavitarelli  Baby Brynn is here! Born 6/27 at 7:36pm! She was 8lbs and 5oz and 21 inches long! 	1	0
Raeya  born:10/24/13 7lbs 13 oz.  http://instagram.com/p/f33TWdgtea/ 	1	0
Happy born day DeLayni Kay Lynn Cudney  Dec. 4th, 2015.  @1 :22pm 8lbs 3oz. 	1	0
Baby girl is here! She was born 12/16/15 at 6:24am 7lbs 13oz and 21in long. Everyone meet Paityn ♡ 	1	0
Today is my due date & my babygirl is not here 	1	0
I'm 37 weeks today. Next week is my last week at Dominos 	1	0
13 days until my due date 	1	0
Tomorrow is my due date & I don't think Avayah is trying to come out lol  like noooooooo omg 	1	0
Introducing the love of our lives • Camden James Krysh • born 1-10-15 at 1:20am, 7 lbs 6 oz. Healthy… http://instagram.com/p/xsTQKTu7JR/ 	1	0
Welcome to the world little Ellie Marie Brencher, you complete our family  7 lbs 12 oz 20… http://instagram.com/p/wpUp5qkZEF/ 	1	0
Raeleigh Annalyn Smith- Born on August 25th, 2014 at 9:33pm. She weighs 7 pounds, 3 ounces and… http://instagram.com/p/sKzWrlHxwE/ 	1	0
3 days away from my due date and my baby still isn't here 	1	0
I think it's disgusting that my mother has the right to call me fat. I'm 37 weeks pregnant for fucksake! 	1	0
My baby is here :) 7lb 7ounces 20 in long! I'm in love 	1	0
I'm scheduled for the 29th. My doctor ain't tryna hear me. I'm 39 weeks Thursday and I was like soooo Thursday? 	1	0
Sooooooo tomorrow is my due date..... 	1	0
'I warned you about being uncomfortable months ago' yeah, except I'm 38 weeks pregnant and you gave birth at 32 weeks, huge difference 	1	0
So I'm 40 weeks 4 days pregnant. #thatswhatsup  #norushbaby #ienjoywalkinglikeapenguin 	1	0
Everyone's off to somewhere warm and I'm stuck here bc I'm 38 weeks pregnant 	1	0
Couldn't post anythin cuz of my emergency C-Section: Evangelyn Abigail Perez Born 5/25/16 @ 8:20am 7lbs 9oz 20.5inch long Welcome Babygirl 	1	0
My due date is in 10 days.. 	1	0
@lucy_skerritt  I've got 4 days until my due date!!  ...hopefully not long now, I feel like a ticking timebomb  haha xx 	1	0
can't believe my due date is in 2 days... & if she's not here by tuesday i'll be getting induced that night...  getting so close!! 	1	0
Soo I was supposed to be induced today at 5 pm and my induction was cancelled. But my due date is in 10 days so she could be here anytime. 	1	0
nothing consistent. She can come now tho, I wouldn't mind lol. Im 38 weeks tomorrow. 	1	0
Today is my due date and there's NO sign of this baby. I'm so fed up 	1	0
when she was born she was 6lbs 9oz. Now she's only 15 lbs 	1	0
4 days until my due date. I... I don't even know how to be human right now because there are too many appendages in me 	1	0
 Only 8 days until my due date?!?! Well whatever that means, I am letting it go because I could… https://instagram.com/p/0nTLChvbmH/ 	1	0
My due date is tomorrow...but Im not sure anyone gave baby the memo. I've never had a baby come naturally before it's due date #preggoprobs 	1	0
Roll call!  What were your babies birth weights?  Mine was 6lb 10oz!  #newborn #weight #pounds #ounces #kilos 	1	0
O'mari is finally here, 7lbs 14oz & he is absolutely perfect 	1	0
Carter Ray Jordan; born January 31st at 4:58 am. 7lbs 2oz & 20.5 inches long. My heart has never been so full 	1	0
My due date is 12 days away 	1	0
I'm a mommy! Hubs and I welcomed Adeline Michelle! 6 lbs 14 oz,19 and 3/4 inches long and a head of blonde hair! 	1	0
Today I'm 37 weeks two more weeks and my baby boy will be my new year gift 	1	0
Tmrw is my due date y'all.. 	1	0
Gave Birth To My beautiful freckle Face baby boy Jase Malik . !!! He's 8lbs 3oz  . !!!! I'm in love ! 	1	0
My due date is in 4 days. Cheers to that! #9monthspregnant #nomakeup #allnatural #exceptforthefilter 	1	0
OMG IM DUE TOMORROW. Scary shit, man. 	1	0
Shakil so damn dumb he must forget that I'm 38 weeks pregnant & just be leaving me in the house smh 	1	0
yalllllllllll i have 15 days til my due date 	1	0
@gwenix  I'm due in 3 days. If he doesn't come on his own, I will induce in 10. My midwife was fine w/ this given that he's had steroid shots 	1	0
My due date is in 17 days. Holy crap where did the time go. 	1	0
Well.. today is my due date hopefully baby Michael comes today 	1	0
I'm 38 weeks pregnant! Holy cow! I have never been this pregnant before 	1	0
I WANT MY BABY ALREADY OUT DAMMIT!!!!!  TODAY IS MY DUE DATE!! 	1	0
My little man has put on a whole 9oz's from his birth weight and now weighs 7lb 15oz's 	1	0
Waffles and Mac n cheese for dinner because I'm 38 weeks pregnant today and that's all I'm craving. 	1	0
I'd like to Welcome Nova Helene Estrada born at 2:56pm 8/21/17 weighing 7lbs 6oz I've never felt a love like his before so obsessed bby 	1	0
I was due yesterday !  But no sign of anything, the baby is 9 pounds so I'm the process of inducement 	1	0
Today is my due date & I'm just frustrated 	1	0
Thought baby was gunna be over and she was 3 days early, our beautiful baby daughter, born 21/07/14 weighing 8lb 2oz..Lyla Jayne Goldsmith 	1	0
Oh and I'm 39 weeks preggo... 	1	0
@sayreenah I have 9 days until my due date, I'm so ready. I just wanna see him already 	1	0
Welcome to the world Riley Josephine! She was born 7-17-17 at 11:08pm. She's a whopping 9lbs 6 oz and 22 inches. She's healthy and perfect.. 	1	0
Our baby girl is here. She arrived at 12:48 weighing 7lbs 3oz 18.5in. 	1	0
Tomorrow I will have 1 week until my due date. Hurry up Eva 	1	0
excuse me chunky boy, you're being evicted.. 10 days til my due date  https://instagram.com/p/BXdRFCAFKbM/ 	1	0
Carson Grey Dushack was welcomed into the world yesterday at 3:06 PM weighing 7 lbs 3oz. Couldn't be any more happy with how perfect he is 	1	0
Well, today's my due date lol... 	1	0
9 days until my due date !!! I can't wait for lil' man to get here !!  #ProudMommy 	1	0
Watching One Born and a 16 year old girl just gave birth to a 8lb 14oz baby!! What a champ! Olivia was 8lbs and that was hard enough 	1	0
Hi I'm Ella Grace! I was born at 4:39 pm on 6/26/13! I'm 19.5 inches and 6 pounds 13 ounces! 	1	0
Charlie Armas Gerardo born September 12, 2017  @7 :17 pm, weighing 6 lbs and 7 oz. 	1	0
Joel at birth: 20 in, 7lbs3oz Joel at 3 month check: 26 in, 16lbs Joel at 5 month check: 28 in, 17lb12oz 	1	0
@kuhhhhatec I'm 38 weeks & it was only $39 because it was my first time 	1	0
Paige Marie Francis Born 1:38am 29/10/15 8 pounds 4 ounces 51 centimetres https://instagram.com/p/9aXk2FM1yc/ 	1	0
I am 38 weeks and 5 days and I'm ready for this baby to come out! 	1	0
Tiny Human arrived last night! He's yet to be named,  but he's 7 lbs 12 oz of pure deliciousness. Eek! 	1	0
I'm 38 weeks and over it 	1	0
@Pauline_Campos  The baby is due in two weeks. I am 37 weeks. 	1	0
3 weeks till my due date 	1	0
Saabir is here  7lbs 13Oz 	1	0
@stuheritage  I’m 39 wks + 2 days & I’ve just read this to my partner. I’m now sitting in a tear & snot-soaked dressing gown. Lovely piece. 	1	0
Baby Jax has arrived  8 lbs 15 oz 21 1/4 inches long 	1	0
Gianni was born 9:01 this morning 6lbs 15oz my mini me 	1	0
@sayhellodavid  thanks! He was born yesterday morning, Samuel 'Sam' Wilfred, 6lb 4oz, 11 days early!! He's a cutie! X 	1	0
I'm 37 weeks just a couple of weeks to go.... I'm so over being pregnant but I want to have her on her or after her due #May23 #GeminiTwins 	1	0
4 days until my due date and I'm losing my mind.  I JUST WANNA HOLD MY LITTLE BABY IN MY ARMS. 	1	0
@jred196  not long at all!!!! I'm 38 weeks on Monday xxx 	1	0
I'm full term & dilated & my doc said I could go any day now. Has me looking over my shoulder every contraction/movement... 	1	0
Hey guys, he's here!! Luca James Ziegelman born at 11:16PM on December 11th 2016 weighing 7 pounds 15 ounces. 	1	0
I really didn't know what love  was until I met you  my life just got so real. I love you. Ivanna Janelle Diaz born 6lb 15oz at 21in 	1	0
My due date is tomorrow.. will the baby come tonight or tomorrow? 	1	0
Our baby boy is measuring almost 9lbs & measuring as if my due date was yesterday 	1	0
Terrance Lionell Taylor Junior born at 2:31 a.m, 8 lbs 11 oz &21 & a 1/2 inches long #hesPERFECT #lookinglikedaddy 	1	0
At 2:44 am, we welcomed Calvin Scott at 6lb 5oz. Only a few pushes and he was here! He is eating like… https://instagram.com/p/3CDKkLR1pP/ 	1	0
I live in Australia. Have no private health insurance. I'm 37 wks pregnant. I have gestational diabetes & medically retired from chronic 	1	0
Princess is here! 9lbs 1oz 21 inches of perfection! Nyla Ann Holmes 	1	0
@aliciavitarelli  Baby Brynn is here! Born 6/27 at 7:36pm! She was 8lbs and 5oz and 21 inches long! 	1	0
Raeya  born:10/24/13 7lbs 13 oz.  http://instagram.com/p/f33TWdgtea/ 	1	0
Happy born day DeLayni Kay Lynn Cudney  Dec. 4th, 2015.  @1 :22pm 8lbs 3oz. 	1	0
Baby girl is here! She was born 12/16/15 at 6:24am 7lbs 13oz and 21in long. Everyone meet Paityn ♡ 	1	0
Today is my due date & my babygirl is not here 	1	0
I'm 37 weeks today. Next week is my last week at Dominos 	1	0
13 days until my due date 	1	0
Tomorrow is my due date & I don't think Avayah is trying to come out lol  like noooooooo omg 	1	0
Introducing the love of our lives • Camden James Krysh • born 1-10-15 at 1:20am, 7 lbs 6 oz. Healthy… http://instagram.com/p/xsTQKTu7JR/ 	1	0
Welcome to the world little Ellie Marie Brencher, you complete our family  7 lbs 12 oz 20… http://instagram.com/p/wpUp5qkZEF/ 	1	0
Raeleigh Annalyn Smith- Born on August 25th, 2014 at 9:33pm. She weighs 7 pounds, 3 ounces and… http://instagram.com/p/sKzWrlHxwE/ 	1	0
3 days away from my due date and my baby still isn't here 	1	0
I think it's disgusting that my mother has the right to call me fat. I'm 37 weeks pregnant for fucksake! 	1	0
